run_id,nozzle_temp_c,vibration_g,layer_time_s,defect_score,injected_anomaly
R027,217.66154592776675,0.7456528212110668,11.908896574808894,0.3494290508573182,normal
R028,216.8272203218204,0.5485743355591299,13.090906322793355,0.7728760457499697,quality_drift
R029,217.06366305797994,0.5284577121056069,10.918405600546057,0.14082993997653573,normal
R030,217.15410501503942,0.9511299105123749,13.97594904805351,0.21255561466502143,normal
R031,225.7082380043523,0.9613132009096615,12.868356612700659,0.07073291529038898,normal
R032,212.96792491807693,0.6948673101404359,13.346583985843404,0.1591873646111655,normal
R033,212.4387863546423,0.6663537750409617,11.929056338478205,0.1869634231111017,normal
R034,210.93113635876063,0.9246022009139083,13.31376368996621,0.1739729543725266,normal
R035,243.6724966110554,0.5650136045139117,13.568471555989039,0.5684582820761714,thermal_overheating
R036,220.64486146360446,0.5947382173461843,12.732878020137168,0.20412516583652365,normal
R037,214.43026271172562,0.8100657512564662,12.734400892698696,0.22678282126755978,normal
R038,210.79921761518736,0.6647552827996575,12.770343239281726,0.13181394024384682,normal
R039,210.8775939215438,0.71928293865919,11.636654735260619,0.24284707858873836,normal
R040,218.2529639391235,0.6971179942065682,12.352471319759648,0.2940255863336794,normal
R041,218.71627085601722,0.7672604368318506,12.347477467547641,0.1120895336244011,normal
R042,217.71577134152596,0.9170474605839204,12.883393864353495,0.6985491459018798,quality_drift
R043,211.67245146355654,0.7326818869662444,13.499824246910295,0.2735049035424163,normal
R044,216.1608066153336,0.8101514310587601,11.44146391802159,0.16660592093134577,normal
R045,215.58342904570364,0.4329759058556568,12.374990969680422,0.278267497444659,normal
R046,216.09344298364508,0.7131794237297835,13.981455547658973,0.14902250016754712,normal
R047,219.35714388974094,0.601947762158998,11.756411771187436,0.2818531903389498,normal
R048,216.1179777438734,0.549366171540692,11.67774998270968,0.18920400717638164,normal
R049,218.39456781535947,0.5970586686299748,12.702306191831193,0.19807601763258867,normal
R050,215.33789534744446,0.6732227183018863,13.34438519048532,0.2895302615168933,normal
R051,216.44559699344993,0.8482263559298419,12.511426055560658,0.154676066578908,normal
R052,218.1564411291927,0.534305019516461,13.828960590436989,0.1141214532852529,normal
R053,207.71422090072167,0.7242884089632184,13.356793982566527,0.14860050543801517,normal
R054,213.4016439182135,0.652216279333299,13.341820066890062,0.2116633765450197,normal
R055,212.64813672853603,1.598464205070825,13.054116501324094,0.33807411666420256,vibration_instability
R056,211.8056107587833,0.8603860955426446,14.827653100346085,0.2246229631855785,normal
R057,213.62428874386657,0.7953361611805496,12.294838311133956,0.14228600776675795,normal
R058,222.47470655617198,0.9072357350419841,10.496477707933487,0.7224525764166567,quality_drift
R059,210.6708444215338,0.6983692049050139,14.10425436151714,0.012401778656966966,normal
R060,253.35868604090803,0.6225680343661015,12.042300569043174,0.42760098625134313,thermal_overheating
R061,206.58565114192098,1.4515320871457629,12.607880444343033,0.27303554223029736,vibration_instability
R062,213.32557485007112,0.753949550777971,13.809550684860527,0.12216393735452331,normal
R063,215.81376532552503,0.7447202701835195,10.897740458941074,0.197336613077626,normal
R064,217.9311116567964,0.5681856698873287,11.24835278589386,0.16745413621851715,normal
R065,218.55613289896428,0.7326685694279024,10.898722062881147,0.16226357017363893,normal
R066,218.9667361759996,0.7519519662194467,11.705863709974576,0.16885705900339573,normal
R067,213.25637463875782,1.072446365254749,12.939636606016993,0.19423717684339603,normal
R068,212.68824103667717,0.9827582455794338,13.02418784281277,0.10940247706398244,normal
R069,219.28987940628576,0.6005459309217651,12.776274179328555,0.22947947486293355,normal
R070,214.04347837559192,0.6797663293831153,11.087234116107634,0.22638661792698386,normal
R071,208.6215683833104,0.5151181197428195,10.189896563367355,0.20695265563592707,normal
R072,209.3335639299826,0.6373010180451119,12.554353585390382,0.21895734099258843,normal
R073,210.40273856999195,0.7641847005026476,12.028223966361665,0.20074926005660615,normal
R074,217.48580372026882,0.8888195069243527,17.62321185651257,0.32245513119117475,slow_layer_cycle
R075,215.71212868035283,0.6179282627158947,13.20195362622127,0.1739034080263243,normal
R076,218.45242677033883,0.6284194983905085,12.638241432058681,0.15850417471657963,normal
R077,236.08646665609186,0.41937953583658827,13.260133085375854,0.5508959372190632,thermal_overheating
R078,215.79269845538357,0.6972267711237129,12.729211374115069,0.1077416130595514,normal
R079,218.1279519698367,0.5712619823396611,19.006926691010882,0.09288697486792472,slow_layer_cycle
R080,213.4532673013988,0.6458784801687496,11.795326737130118,0.1177841880738357,normal
R081,217.28387618778706,0.5972394910565376,12.32038858616854,0.175052373284355,normal
R082,211.69037029466674,0.706803242404642,12.696776096656958,0.20340065899484,normal
R083,213.18473076717464,0.4739180252100716,13.320528475417419,0.18357994409865133,normal
R084,241.82918326298096,0.5146136656452612,12.106258827775427,0.5806469041110224,thermal_overheating
R085,209.0208017720548,1.0180945956839618,13.021167255732113,0.24301291948139742,normal
R086,217.43486240392792,0.5397608386216356,12.234161208084622,0.23175888706106632,normal
R087,212.65298829898637,0.5664500190163504,12.38245783267187,0.1688246184804588,normal
R088,215.06247059363844,0.9771678939649839,13.329519042024073,0.13429586987347014,normal
R089,217.40373329452956,1.126709403693657,10.506939628945844,0.6755585047417185,quality_drift
R090,217.2326558801497,0.5559806719644521,11.203527671925238,0.19315815112402732,normal
R091,218.32692554486394,1.634339035276407,11.017814602557179,0.4161490590868145,vibration_instability
R092,214.5075725774529,0.7678177771316713,10.166383880151695,0.17524138208109166,normal
R093,212.88350843977923,0.962017670216783,11.821735559844823,0.19834250684520666,normal
R094,214.601408945468,0.5818400090200467,13.249433899727741,0.11702136494585721,normal
R095,206.56332783020986,0.6856611015681046,12.215115933617426,0.193289037498621,normal
R096,207.76443763788455,0.8288272606486441,12.697790081941852,0.07816242603195475,normal
R097,236.57955555331333,0.7808672504253266,13.589217496710793,0.6222984157871405,thermal_overheating
R098,210.0137658619926,0.6673381500277861,13.827686132267692,0.26735649895416025,normal
R099,216.99887113361717,0.7012647849677542,12.43086206527386,0.16232378659879246,normal
R100,210.4726047231997,0.5275145868282025,13.853585889569397,0.20544180364873513,normal
R101,213.10918722980304,0.6866556758435468,12.59212665843411,0.01130546239400873,normal
R102,221.49614148893033,0.6827057513987462,11.662601776172538,0.09905566378142669,normal
R103,213.21868014469288,0.7525037845476759,11.905599647801266,0.1594354755893509,normal
R104,218.68757784233543,0.6422541893653377,11.019463487434983,0.10495068850011985,normal
R105,210.33191159995062,0.7860153931563194,11.611866146266347,0.23000775378414612,normal
R106,213.97281221066186,1.8461525143605098,12.141983311925571,0.6023571700123818,vibration_instability
R107,210.2498897254471,0.7417601058735852,13.303585019378602,0.09763696963994885,normal
R108,213.3048346204972,0.7692458971758884,14.220769831165985,0.12137756171403649,normal
R109,219.20154068728698,0.7274417486609014,11.11781848462296,0.1964813857816951,normal
R110,206.36339788403825,0.720011815032798,19.57861338148694,0.29277813039497347,slow_layer_cycle
R111,243.0762309839294,0.6189818753040013,11.459456060842466,0.5744280572952555,thermal_overheating
R112,216.18867801166138,0.7643091966342631,12.974697088463202,0.19743252856148594,normal
R113,212.02925022151604,0.7063798762221114,12.368913349312274,0.3074909195569176,normal
R114,207.76971072805773,1.0130435632502832,10.66909417415247,0.06437685962745127,normal
R115,215.36064753856934,0.940269686346534,13.428296991568484,0.09032515552079175,normal
R116,212.352536454681,0.77401851735791,11.894999287191268,0.1503475375477413,normal
R117,216.16338105677352,0.6131719906427325,11.966099761626445,0.14355881110012123,normal
R118,215.10926072761723,0.5642623939223215,11.43024758871031,0.23688209014275513,normal
R119,223.00889445660457,0.8867600134324412,11.845716723312444,0.19691618038745867,normal
R120,213.80322186263487,0.7567848915205994,12.927890440694917,0.055752655825051005,normal
R121,209.8825125368907,0.7872200764748255,12.310755659063595,0.21607872820305676,normal
R122,215.89637817478157,0.47575796182361296,12.828662002282481,0.13957227788510446,normal
R123,216.09998341985883,0.8498413874181453,12.861921853928843,0.26921130518588676,normal
R124,221.79593787620217,0.7836188473500107,13.820661655528166,0.13606887244941562,normal
R125,219.1755562295729,0.5645397041819731,12.157213849135621,0.1354369301828435,normal
R126,216.78435529574756,0.6539865269570071,11.023142183154269,0.2178792127563172,normal
R127,222.31651445609782,0.7569204086099127,13.567222416571983,0.23340485376358555,normal
R128,209.05618472838574,0.727345351769874,12.168511827902746,0.8603073052625392,quality_drift
R129,211.80124233625125,0.6790960339875023,13.614592444577378,0.062008187783063405,normal
R130,210.36712029297237,0.7055116424707655,12.88337711318247,0.21766241079497758,normal
R131,213.05095098422117,0.684723167051036,12.368862469796655,0.10759843638279205,normal
R132,208.11656926221846,0.7413587516943456,12.848775894046295,0.19646932781117843,normal
R133,218.17575473407203,0.9260088762190419,14.4510125601263,0.08033858952206577,normal
R134,213.88888651450614,0.3606678182696183,14.576980529053753,0.21124255032801445,normal
R135,207.6459685274867,0.6868409629686442,12.56938113513278,0.1235380766984839,normal
R136,209.9221045939623,0.7447117389921426,12.660190593317076,0.09021557448176347,normal
R137,216.56756923725098,0.7614391585561939,13.576240157466385,0.22996740955376796,normal
R138,219.1906328394719,0.6679319586150194,16.617287329616573,0.1969151165173726,slow_layer_cycle
R139,224.98365445845894,0.4740589504529984,12.833070372618256,0.1370216239024972,normal
R140,229.56931233003664,0.7659193677199754,12.474137152046143,0.2815825194314745,normal
R141,217.07204716637997,0.9618290299829859,12.813908211457553,0.6901778989724705,quality_drift
R142,210.05230939984068,0.5052594033117407,17.127892139025416,0.1822475371779654,slow_layer_cycle
R143,204.33976859634345,0.8409359219177464,16.49286373886045,0.19882394133750206,slow_layer_cycle
R144,216.33855731171917,0.6740064687627948,10.427016564008708,0.13662338461099705,normal
R145,210.93529452344836,0.7114145915839614,11.382615887010392,0.21297954053799506,normal
R146,212.92321369910158,0.572594208501447,12.041324715060666,0.14265833569846928,normal
R147,211.93951600470095,0.6731761358701772,12.206808413351238,0.15118531744486535,normal
R148,244.39121529166636,0.9020062432578542,14.437231162429518,0.7346054422721681,thermal_overheating
R149,220.3299011539382,0.801571733878279,13.605993369907297,0.10715897632412967,normal
R150,215.78524283722672,0.9625236247573922,11.537908883658373,0.011105376834935664,normal
R151,214.20682581480656,0.8848376644568771,12.847708452450957,0.2927655896508326,normal
R152,209.82173123587094,0.7814721350501407,12.092921763649676,0.3584529566824902,normal
R153,206.6265852764782,0.9641508336634909,12.215636161959905,0.15163115141854677,normal
R154,212.56846045463334,0.7814590422233618,12.685325649415383,0.04442133715658701,normal
R155,214.73108724590838,0.8359183447515882,13.119171116975393,0.6649155083163067,quality_drift
R156,223.83964956789941,0.6784800665051408,12.160741516115985,0.15996439351115316,normal
R157,215.65137260736444,0.7293164142202887,13.563851532734358,0.166705331128442,normal
R158,219.91369755511528,0.6223606647379613,11.358061773857596,0.1020628370654706,normal
R159,212.50352200730424,0.8585417508432794,12.506339062362269,0.2205692799733534,normal
R160,209.07528116791488,0.5550374927639188,15.097673726595833,0.21671551627002603,normal
